age,gender,height,weight,workout_days,workout_minutes,daily_calories,protein_intake,sleep_hours,future_weight
24,1,1.653,66.0,2,71,1758.0,139.0,7.9,65.62
35,0,1.632,74.3,3,60,1555.0,57.0,7.6,73.57
32,1,1.776,96.0,6,35,2341.0,198.0,7.5,96.63
33,1,1.733,71.4,4,57,2175.0,129.0,7.0,72.28
34,0,1.653,67.7,6,69,2422.0,108.0,8.9,71.3
36,1,1.7,70.5,2,38,1497.0,126.0,7.7,69.68
40,0,1.633,48.1,3,44,1391.0,90.0,8.1,48.59
34,0,1.546,54.4,1,57,1514.0,70.0,7.2,55.05
28,1,1.698,91.9,5,49,2304.0,139.0,8.4,92.64
36,1,1.807,68.9,5,24,1381.0,182.0,6.7,67.34
47,0,1.586,81.5,2,102,1574.0,152.0,5.8,82.0
29,1,1.858,98.0,6,43,2564.0,239.0,6.6,99.73
21,1,1.777,83.0,3,41,2441.0,127.0,6.4,83.04
40,0,1.643,71.5,5,47,1733.0,104.0,4.6,71.18
29,1,1.64,55.1,2,53,2321.0,97.0,7.1,58.43
18,0,1.675,60.8,5,61,2155.0,94.0,5.6,62.36
38,1,1.759,92.4,0,33,1818.0,143.0,6.8,91.62
25,1,1.82,71.7,0,80,1755.0,84.0,7.1,70.36
29,1,1.824,93.8,2,26,2334.0,143.0,6.4,94.98
33,0,1.702,52.3,6,46,1375.0,73.0,7.3,52.05
32,0,1.722,61.4,2,70,2087.0,94.0,6.9,62.42
36,0,1.601,82.4,6,69,2050.0,155.0,6.0,81.82
26,1,1.756,77.6,4,0,2087.0,136.0,6.3,78.63
35,1,1.699,66.5,1,54,1784.0,115.0,7.8,67.59
28,1,1.696,85.8,0,56,2031.0,106.0,7.6,86.35
37,1,1.657,76.9,5,59,2367.0,125.0,9.8,80.36
36,0,1.598,74.8,2,43,1890.0,89.0,6.3,76.07
22,0,1.609,55.0,3,50,1525.0,104.0,6.9,55.21
40,1,1.772,72.0,5,65,2537.0,179.0,6.3,74.76
25,0,1.586,65.4,1,70,1579.0,97.0,5.9,64.83
37,1,1.816,90.2,3,26,1991.0,128.0,6.3,89.52
33,0,1.584,57.1,5,64,1464.0,54.0,6.2,56.08
47,1,1.767,76.7,1,62,2271.0,101.0,7.3,79.01
28,1,1.747,75.6,3,72,1988.0,142.0,6.4,76.11
27,1,1.815,101.4,0,38,2136.0,164.0,6.6,101.66
30,1,1.65,73.6,2,64,1992.0,140.0,6.4,74.46
27,0,1.645,49.6,6,17,1607.0,122.0,6.4,49.56
37,1,1.645,61.7,5,48,2313.0,99.0,6.9,64.88
18,1,1.742,63.3,2,48,2729.0,80.0,9.7,65.99
21,0,1.65,72.2,4,57,2175.0,139.0,7.6,74.28
20,0,1.599,70.8,5,69,2072.0,123.0,7.8,72.06
39,0,1.677,70.0,2,33,1584.0,85.0,5.0,69.44
45,1,1.821,80.7,6,79,2669.0,103.0,7.1,82.27
29,0,1.615,62.5,5,8,1914.0,128.0,6.3,64.34
28,0,1.663,69.2,0,21,1623.0,109.0,7.5,70.4
31,1,1.808,69.7,1,74,2055.0,76.0,8.1,70.65
40,1,1.685,56.2,1,57,2134.0,91.0,7.2,58.59
22,1,1.856,60.8,2,89,1935.0,74.0,6.9,60.48
32,1,1.91,104.7,3,70,2998.0,191.0,7.0,106.83
39,1,1.796,80.9,2,55,2438.0,154.0,6.8,83.31
35,1,1.614,66.8,5,45,1300.0,138.0,4.8,64.84
32,0,1.649,79.8,1,42,1791.0,133.0,6.8,80.75
39,0,1.655,57.3,6,62,1651.0,109.0,6.0,58.32
18,0,1.573,45.6,5,43,1529.0,81.0,4.5,45.26
36,0,1.634,67.5,4,60,1595.0,93.0,7.3,68.53
24,1,1.801,79.1,1,41,2304.0,155.0,5.3,80.33
18,0,1.713,50.1,3,59,2033.0,96.0,7.2,52.2
35,0,1.562,59.5,3,86,1789.0,81.0,6.3,60.86
42,1,1.697,69.4,4,66,2125.0,78.0,5.6,70.43
29,0,1.557,51.9,5,46,2049.0,83.0,7.9,55.04
39,0,1.549,53.7,5,62,1815.0,121.0,7.7,56.74
45,1,1.842,59.0,5,61,2141.0,114.0,7.7,60.22
42,0,1.663,58.8,6,59,2113.0,111.0,6.6,60.24
45,1,1.66,58.0,3,63,1889.0,123.0,5.9,58.66
37,1,1.625,72.4,2,73,2226.0,62.0,6.4,73.76
31,1,1.743,71.6,2,76,1926.0,111.0,6.9,71.16
18,0,1.581,63.4,6,55,2045.0,140.0,5.6,64.6
28,0,1.678,55.8,6,27,1823.0,82.0,7.5,56.59
22,0,1.578,49.8,6,57,1935.0,77.0,8.7,51.31
50,1,1.865,90.2,1,52,2094.0,132.0,6.7,90.93
28,1,1.774,75.3,0,66,1831.0,99.0,7.1,75.72
31,0,1.682,78.5,2,31,2018.0,113.0,9.2,80.17
35,0,1.666,48.9,2,65,1495.0,82.0,7.8,50.28
30,1,1.762,81.0,5,58,2481.0,120.0,7.4,83.08
45,1,1.765,65.7,6,36,1748.0,109.0,6.5,65.05
24,0,1.639,55.5,5,14,1355.0,82.0,8.2,55.48
32,0,1.579,69.7,6,72,2667.0,118.0,7.2,73.33
23,1,1.73,86.1,4,35,2101.0,147.0,7.4,86.62
18,1,1.657,76.9,2,25,1964.0,124.0,4.2,76.48
24,0,1.583,80.0,6,44,2488.0,121.0,8.2,84.0
30,0,1.599,71.9,1,78,1846.0,92.0,7.3,72.33
26,1,1.65,58.3,6,59,1842.0,98.0,6.4,57.92
24,1,1.784,81.6,5,64,2087.0,126.0,8.1,81.61
18,0,1.668,63.2,4,54,1846.0,82.0,7.5,64.06
29,1,1.722,94.2,2,61,2609.0,115.0,8.1,95.93
18,1,1.691,81.4,1,51,2336.0,140.0,6.3,82.53
37,1,1.534,57.7,4,46,1674.0,51.0,6.5,57.78
31,1,1.866,93.9,0,42,1972.0,160.0,6.6,93.02
18,0,1.649,56.3,5,49,1947.0,106.0,6.2,57.34
27,1,1.731,76.3,1,103,1912.0,141.0,6.8,76.39
23,0,1.471,45.0,2,66,1588.0,72.0,7.9,46.43
33,1,1.828,62.8,4,38,1732.0,132.0,6.3,62.1
42,1,1.77,82.6,0,28,2484.0,150.0,7.5,85.6
18,1,1.702,81.3,1,53,2399.0,193.0,4.8,82.35
31,0,1.647,71.3,0,21,2374.0,164.0,7.6,75.2
29,0,1.576,56.3,1,73,1715.0,72.0,7.6,57.64
36,1,1.755,60.7,2,4,2064.0,165.0,6.6,61.94
32,0,1.719,59.1,1,49,1798.0,123.0,6.5,59.84
23,0,1.686,57.9,2,19,1444.0,88.0,8.1,56.66
27,0,1.689,68.4,1,64,1446.0,75.0,5.9,67.86
23,1,1.749,85.3,6,40,2649.0,131.0,8.9,87.62
40,0,1.695,81.7,4,69,1814.0,123.0,7.0,82.0
30,1,1.837,60.5,1,12,2030.0,106.0,6.5,62.0
47,1,1.603,54.1,1,78,1358.0,67.0,5.2,52.8
29,0,1.652,59.7,3,62,1712.0,98.0,7.8,60.42
24,1,1.719,52.7,3,54,1742.0,101.0,7.2,52.78
18,1,1.76,78.4,1,38,2440.0,94.0,7.8,80.88
18,1,1.75,67.3,3,49,2027.0,107.0,8.6,68.45
18,0,1.689,69.5,2,69,1377.0,91.0,6.3,67.75
32,0,1.604,72.7,3,38,1754.0,164.0,6.6,74.41
35,1,1.697,71.3,1,53,2356.0,93.0,6.0,72.51
18,0,1.674,63.3,5,49,1991.0,117.0,6.3,64.77
38,1,1.79,83.7,0,59,2236.0,93.0,8.3,84.89
26,1,1.738,89.6,5,27,2386.0,123.0,8.0,90.52
31,0,1.609,66.0,5,84,2204.0,105.0,7.2,69.08
45,1,1.869,95.3,5,74,2961.0,116.0,7.7,98.97
38,1,1.825,79.4,5,20,2277.0,138.0,9.1,82.38
28,1,1.549,56.8,0,16,1300.0,55.0,6.7,55.59
22,0,1.577,61.2,1,83,1300.0,96.0,8.0,60.64
18,1,1.816,73.6,1,56,2047.0,115.0,7.8,74.47
24,0,1.618,60.1,0,19,1346.0,93.0,6.3,60.07
28,0,1.555,75.5,6,45,1821.0,153.0,7.0,75.6
21,1,1.87,111.8,6,49,2853.0,225.0,6.4,113.32
29,0,1.582,73.8,4,68,2102.0,100.0,8.8,75.36
31,1,1.854,64.9,3,74,2221.0,115.0,5.8,65.67
28,1,1.9,65.3,4,58,2437.0,110.0,4.8,66.51
24,0,1.556,49.3,2,52,2008.0,96.0,5.4,51.61
32,0,1.733,72.9,5,46,1682.0,111.0,6.5,72.11
34,1,1.738,47.6,6,83,2122.0,61.0,7.4,48.81
20,1,1.787,75.6,5,47,1845.0,123.0,5.5,74.51
43,1,1.765,90.8,0,65,2008.0,135.0,7.4,91.4
29,1,1.673,76.9,0,34,2043.0,147.0,7.5,78.61
30,1,1.646,64.0,4,30,1768.0,127.0,6.7,63.61
36,1,1.708,63.1,2,59,1962.0,73.0,6.9,64.33
32,0,1.581,68.4,4,47,2586.0,142.0,7.7,73.58
39,1,1.871,95.9,2,28,2701.0,119.0,7.4,98.71
33,1,1.824,70.9,1,49,2577.0,88.0,7.2,72.67
24,0,1.544,59.3,5,105,2276.0,107.0,4.9,61.51
33,0,1.663,63.0,1,54,1300.0,102.0,6.4,62.26
20,1,1.638,53.4,0,49,1436.0,77.0,5.8,52.2
31,1,1.728,70.6,1,49,1926.0,105.0,7.8,71.92
30,0,1.702,68.2,4,79,1945.0,83.0,6.6,69.17
28,1,1.725,55.0,2,52,2057.0,87.0,8.7,57.1
29,1,1.764,83.2,0,60,2148.0,160.0,8.4,84.23
18,0,1.667,70.3,1,69,1990.0,106.0,8.6,72.04
25,1,1.82,85.9,0,81,2499.0,183.0,6.7,88.69
31,1,1.741,65.4,0,40,1682.0,98.0,6.4,66.0
31,1,1.627,50.2,2,36,1840.0,67.0,6.7,51.2
21,1,1.726,76.5,4,41,2209.0,103.0,8.1,77.34
41,1,1.763,66.9,5,68,2378.0,141.0,8.4,69.58
22,0,1.719,59.0,4,70,1874.0,106.0,6.8,59.29
39,1,1.72,57.5,3,59,2459.0,67.0,8.3,59.78
34,1,1.796,76.4,4,75,2323.0,130.0,6.8,77.33
24,1,1.78,97.4,1,70,2175.0,167.0,7.3,97.95
46,0,1.584,57.1,3,43,1732.0,69.0,6.6,58.17
19,1,1.825,65.4,3,25,1552.0,102.0,9.3,64.98
38,1,1.714,76.9,3,46,2114.0,101.0,9.2,78.2
39,0,1.571,63.1,3,66,1545.0,94.0,8.0,64.03
24,1,1.759,57.5,4,65,1721.0,78.0,6.8,57.2
43,1,1.715,78.2,6,19,1811.0,82.0,5.2,78.05
28,1,1.796,103.2,3,8,2617.0,114.0,7.2,104.43
33,1,1.71,55.2,1,69,1421.0,105.0,7.7,54.35
32,1,1.776,60.7,1,69,2375.0,82.0,5.5,62.29
29,0,1.598,47.6,0,62,1683.0,102.0,9.0,50.05
37,1,1.775,75.0,6,73,2565.0,103.0,8.7,77.84
37,0,1.645,73.4,6,59,2054.0,135.0,6.1,75.21
18,1,1.736,77.7,1,28,2327.0,126.0,7.3,78.89
42,1,1.767,92.3,5,49,2442.0,153.0,7.3,93.83
18,1,1.774,84.5,0,53,1935.0,161.0,7.1,85.06
39,0,1.68,83.5,1,44,1880.0,91.0,7.4,84.5
40,1,1.879,98.2,3,43,2546.0,194.0,6.4,99.01
20,0,1.622,58.8,2,53,2010.0,87.0,7.0,61.67
26,1,1.756,79.6,3,38,2497.0,141.0,7.3,82.45
20,1,1.65,55.6,4,12,1743.0,92.0,6.4,55.89
28,1,1.786,77.6,0,57,2807.0,156.0,7.9,81.63
27,1,1.682,68.8,2,80,2358.0,88.0,7.1,70.9
37,1,1.741,69.8,6,11,1846.0,86.0,6.6,70.64
42,1,1.734,87.1,1,58,2457.0,155.0,6.1,88.97
43,0,1.614,57.0,3,35,1671.0,97.0,7.8,59.34
25,1,1.721,59.3,6,69,2241.0,114.0,7.2,60.6
28,0,1.612,52.3,0,63,1691.0,101.0,6.3,54.24
18,1,1.861,88.2,0,76,2212.0,139.0,6.8,88.58
23,1,1.78,63.1,6,38,1650.0,107.0,6.7,62.37
39,0,1.612,61.4,1,56,1490.0,95.0,8.0,61.82
45,1,1.742,87.2,0,105,2052.0,191.0,8.8,88.69
19,1,1.875,89.5,1,59,1973.0,148.0,6.9,88.95
25,0,1.712,68.3,6,69,2378.0,139.0,7.5,71.0
30,0,1.634,58.4,1,83,1503.0,74.0,7.8,57.89
33,1,1.712,66.0,3,37,1920.0,128.0,5.8,66.24
23,1,1.722,62.5,0,15,2465.0,85.0,7.2,65.94
34,0,1.591,58.1,6,21,1480.0,70.0,7.6,58.09
26,1,1.67,66.1,4,32,1977.0,116.0,7.7,67.77
30,0,1.579,66.0,4,47,1495.0,114.0,6.8,65.61
35,1,1.702,74.8,3,65,2033.0,131.0,5.7,75.28
30,1,1.801,98.5,6,74,2715.0,157.0,7.6,99.5
26,0,1.691,88.3,3,33,2411.0,174.0,7.4,91.61
29,1,1.745,80.4,1,98,1731.0,132.0,8.0,80.92
29,1,1.849,102.0,6,81,3269.0,159.0,4.8,103.74
27,1,1.851,71.0,4,45,2751.0,145.0,7.1,74.25
28,0,1.696,58.5,0,103,2047.0,95.0,6.7,60.26
44,0,1.743,80.5,4,67,1312.0,137.0,6.6,78.24
35,1,1.699,51.8,3,54,1924.0,78.0,5.8,53.29
27,1,1.808,72.9,3,36,2814.0,169.0,6.0,76.41
36,0,1.563,65.2,6,33,1473.0,93.0,7.3,65.31
27,0,1.57,74.3,6,74,2150.0,120.0,6.3,75.82
41,0,1.573,54.5,6,57,1535.0,93.0,6.0,54.58
33,1,1.706,62.9,6,63,2504.0,108.0,7.0,64.75
29,0,1.596,64.4,1,32,1467.0,113.0,6.2,63.83
34,0,1.754,63.6,0,66,2301.0,105.0,7.0,66.41
18,1,1.83,80.3,3,56,2912.0,145.0,7.0,84.18
20,1,1.723,69.5,5,33,1760.0,117.0,7.3,69.22
19,1,1.75,77.0,0,27,1868.0,147.0,6.1,76.85
31,0,1.719,69.9,4,56,1976.0,98.0,8.0,70.51
46,1,1.759,67.5,1,69,2026.0,84.0,7.9,68.25
50,0,1.509,47.6,6,76,1562.0,69.0,7.1,48.64
36,0,1.617,56.2,4,60,1474.0,88.0,7.5,56.39
35,0,1.591,46.2,6,39,1300.0,89.0,7.6,46.08
18,0,1.642,69.2,5,55,2096.0,105.0,7.7,70.36
25,0,1.635,75.3,3,62,2197.0,109.0,7.7,77.11
23,1,1.71,80.5,3,40,2287.0,161.0,7.6,81.79
24,0,1.661,65.7,0,46,1908.0,83.0,7.4,67.1
28,1,1.851,73.4,6,56,2438.0,120.0,7.5,74.87
26,0,1.655,71.2,3,59,2034.0,125.0,4.7,72.55
18,1,1.808,87.6,5,30,2082.0,95.0,5.9,86.22
37,0,1.642,66.2,0,44,1765.0,72.0,7.7,67.47
20,0,1.687,85.3,5,58,2732.0,166.0,5.9,89.26
32,0,1.557,57.8,2,65,1501.0,55.0,7.1,57.96
49,1,1.807,76.2,3,58,1974.0,84.0,6.2,76.23
22,1,1.829,76.4,4,61,2094.0,82.0,7.3,75.76
18,0,1.599,49.0,4,60,1645.0,79.0,4.0,49.36
27,1,1.698,79.9,0,39,2133.0,84.0,7.4,80.62
40,0,1.587,60.7,5,83,1871.0,88.0,6.9,63.08
48,1,1.709,77.5,5,47,1776.0,163.0,6.0,76.97
19,0,1.587,78.8,5,40,1521.0,128.0,8.1,78.07
34,1,1.777,73.4,5,26,2320.0,131.0,9.0,75.88
26,0,1.6,47.2,2,45,1997.0,83.0,4.7,50.58
29,0,1.658,71.4,3,41,1803.0,143.0,6.4,71.54
54,1,1.701,76.6,5,47,2327.0,117.0,5.4,78.83
18,1,1.701,60.8,1,61,1886.0,93.0,5.2,61.1
32,1,1.852,91.4,1,79,2507.0,133.0,7.2,92.02
34,0,1.73,78.4,6,71,1935.0,108.0,5.9,78.06
40,1,1.766,66.0,6,15,2269.0,113.0,5.9,67.95
31,0,1.629,64.3,4,75,1742.0,115.0,6.3,64.82
33,1,1.758,87.9,3,65,2379.0,167.0,7.0,89.95
26,1,1.797,69.6,1,91,2193.0,86.0,8.3,70.63
32,1,1.736,75.3,0,42,2325.0,142.0,7.5,77.03
27,1,1.779,57.5,3,35,1607.0,87.0,7.4,56.22
36,1,1.654,51.6,4,72,2086.0,112.0,6.2,53.93
27,0,1.581,62.3,6,70,1711.0,111.0,8.1,63.52
33,0,1.58,69.7,2,41,1978.0,117.0,8.3,72.0
30,1,1.734,62.4,0,50,2036.0,85.0,8.1,63.65
40,0,1.664,66.7,0,65,1890.0,137.0,6.3,68.45
30,0,1.639,62.1,5,62,2403.0,89.0,8.0,66.95
18,1,1.654,74.7,3,54,2294.0,148.0,8.4,76.69
41,1,1.798,58.3,6,57,2440.0,83.0,8.0,61.14
22,1,1.754,77.4,2,39,2314.0,104.0,6.9,77.82
24,1,1.641,55.3,0,51,1300.0,116.0,6.2,54.47
25,0,1.712,75.8,2,27,1875.0,136.0,7.3,77.09
42,0,1.618,62.7,4,55,2142.0,112.0,6.5,65.06
18,1,1.722,67.8,0,28,2130.0,106.0,4.0,68.3
58,1,1.711,73.8,6,33,1834.0,157.0,6.4,74.61
40,0,1.572,60.4,1,119,1463.0,101.0,7.4,60.83
32,0,1.612,60.0,6,17,1824.0,109.0,7.6,62.35
30,0,1.572,58.6,4,74,1428.0,109.0,8.8,58.28
33,0,1.596,63.1,4,60,1866.0,102.0,8.6,64.97
35,1,1.704,71.5,5,61,2362.0,112.0,7.6,73.72
36,0,1.661,58.3,0,34,1398.0,73.0,6.2,58.14
35,0,1.535,53.9,1,70,1674.0,64.0,7.2,54.87
31,1,1.723,60.0,2,19,2024.0,106.0,6.6,61.88
28,0,1.595,58.0,1,45,1687.0,87.0,4.7,57.85
29,1,1.74,66.3,4,55,2024.0,74.0,9.8,67.03
28,1,1.874,96.0,0,88,2866.0,131.0,5.9,98.55
40,1,1.665,77.1,1,68,2004.0,126.0,5.1,77.93
35,1,1.878,71.3,6,46,2190.0,108.0,5.0,70.98
18,1,1.742,78.4,1,49,1788.0,129.0,6.9,77.01
36,1,1.762,83.9,4,66,1902.0,72.0,8.2,83.47
32,1,1.684,63.4,2,31,2271.0,136.0,6.3,64.91
30,1,1.706,60.5,1,77,2412.0,99.0,7.7,63.73
27,1,1.725,62.8,5,53,1807.0,67.0,7.5,62.78
40,1,1.687,80.8,1,37,1481.0,45.0,6.7,79.94
39,0,1.593,70.2,3,27,1655.0,120.0,6.0,71.04
23,1,1.732,70.6,4,5,2275.0,95.0,8.0,72.36
34,1,1.89,94.3,3,90,2293.0,160.0,7.3,94.5
21,0,1.606,49.3,4,17,1300.0,100.0,7.1,49.65
18,0,1.671,79.5,4,65,2447.0,110.0,8.5,82.23
24,0,1.67,67.7,3,64,2168.0,128.0,7.4,69.87
38,1,1.685,73.2,6,45,2733.0,151.0,6.2,77.23
39,1,1.808,75.2,2,53,1980.0,131.0,8.2,75.48
35,0,1.654,82.8,2,47,2150.0,169.0,8.6,84.53
37,1,1.586,54.8,4,59,1944.0,77.0,7.5,55.38
35,1,1.806,97.8,6,47,3048.0,118.0,6.9,101.31
24,1,1.682,72.3,6,49,2254.0,85.0,9.0,73.37
34,0,1.694,76.1,3,53,1840.0,125.0,8.8,77.05
37,1,1.808,73.4,1,68,2249.0,124.0,7.6,75.28
37,0,1.724,55.5,4,67,2039.0,108.0,5.6,56.94
41,0,1.663,77.7,5,53,1906.0,130.0,6.3,79.03
36,1,1.845,86.0,4,50,2411.0,150.0,9.7,88.54
33,0,1.7,85.6,0,66,2242.0,138.0,6.4,87.94
40,0,1.657,61.1,2,38,1712.0,107.0,8.4,62.66
30,0,1.574,55.8,3,32,1486.0,103.0,5.9,55.8
22,1,1.916,110.5,1,28,2766.0,204.0,6.3,111.58
29,0,1.646,82.8,5,60,2370.0,103.0,6.5,84.74
23,1,1.832,81.4,6,77,2785.0,119.0,7.7,82.99
24,0,1.579,49.1,1,56,1496.0,85.0,7.4,50.21
29,1,1.782,83.8,5,60,2680.0,92.0,9.8,85.85
23,1,1.713,70.0,4,45,2112.0,114.0,5.2,69.72
27,0,1.668,73.0,1,60,2239.0,139.0,5.1,75.57
18,0,1.6,63.4,1,58,1662.0,132.0,6.4,63.92
32,0,1.68,86.0,4,65,2057.0,160.0,7.4,87.35
30,1,1.784,69.7,2,7,2412.0,120.0,7.5,72.82
23,1,1.769,79.1,0,64,1398.0,145.0,7.0,77.05
36,0,1.545,52.5,2,68,1570.0,92.0,6.0,52.51
38,0,1.665,62.5,2,67,1598.0,114.0,6.9,64.03
18,0,1.536,51.1,0,53,1445.0,110.0,6.0,52.4
23,1,1.78,87.0,4,90,2375.0,144.0,7.1,87.64
23,1,1.78,89.6,2,74,2589.0,133.0,8.1,91.5
22,0,1.703,77.2,3,84,2236.0,161.0,4.7,78.11
37,0,1.606,59.5,3,64,1933.0,96.0,8.3,62.03
28,1,1.688,71.2,0,55,1762.0,119.0,5.0,71.2
28,0,1.599,66.4,3,67,1737.0,127.0,5.8,66.89
18,1,1.793,92.1,4,42,2786.0,114.0,9.8,94.46
36,1,1.786,54.6,1,72,1867.0,84.0,6.5,55.87
19,1,1.747,68.2,4,46,1385.0,102.0,8.2,66.03
31,1,1.888,83.5,0,43,2043.0,114.0,8.6,84.55
32,1,1.795,86.6,1,29,2551.0,158.0,8.2,89.18
42,1,1.692,68.4,3,75,1875.0,84.0,5.2,69.1
18,1,1.777,82.6,2,95,2030.0,122.0,6.8,81.62
18,0,1.677,59.0,6,82,2077.0,112.0,6.0,60.93
32,1,1.719,70.7,3,73,2158.0,113.0,7.5,71.91
46,1,1.836,89.8,4,74,2134.0,158.0,6.4,89.74
41,1,1.787,59.2,4,73,2505.0,113.0,8.4,62.14
32,1,1.596,83.2,6,52,2002.0,162.0,7.8,83.32
26,0,1.605,76.7,0,47,1784.0,145.0,6.5,77.02
37,1,1.732,70.0,2,36,1885.0,168.0,7.0,70.46
21,0,1.609,57.9,2,92,1448.0,111.0,7.5,58.12
34,0,1.588,61.6,1,51,1503.0,94.0,7.0,62.87
35,1,1.774,79.9,1,58,1975.0,136.0,6.1,80.59
40,1,1.877,95.3,4,33,1651.0,144.0,6.7,93.24
55,1,1.747,91.4,0,40,1618.0,172.0,6.5,90.58
34,1,1.804,70.6,6,35,2454.0,131.0,4.9,73.21
25,0,1.619,68.8,4,48,2153.0,154.0,8.0,71.55
30,0,1.555,45.4,5,68,1618.0,78.0,6.4,46.17
18,1,1.815,73.0,2,64,2500.0,109.0,6.4,75.16
24,1,1.718,76.0,2,67,2184.0,115.0,7.9,77.37
26,1,1.73,79.6,4,55,2393.0,117.0,7.4,81.44
25,0,1.613,53.9,6,70,1812.0,109.0,6.7,55.8
31,1,1.777,70.6,2,52,1855.0,118.0,7.3,70.24
23,1,1.783,95.8,6,64,2742.0,173.0,6.5,96.55
40,1,1.843,99.3,1,47,2210.0,83.0,5.9,99.42
30,0,1.669,66.1,2,77,1592.0,82.0,6.7,66.22
30,0,1.664,49.2,1,37,1300.0,75.0,6.7,48.45
27,1,1.678,94.7,3,78,2682.0,155.0,6.2,97.46
31,1,1.79,74.7,6,62,2423.0,172.0,5.5,76.17
37,0,1.575,56.8,0,85,1300.0,66.0,7.1,56.4
22,1,1.813,73.3,0,42,1730.0,81.0,4.4,71.8
24,0,1.651,71.0,2,50,1813.0,86.0,7.1,70.65
27,1,1.745,78.3,0,50,1809.0,120.0,6.7,78.22
18,0,1.601,69.4,5,38,2043.0,137.0,6.9,70.45
23,1,1.708,64.8,3,94,2436.0,94.0,7.2,66.74
26,0,1.61,61.5,2,41,1494.0,102.0,7.8,61.8
38,0,1.637,86.7,1,37,1809.0,97.0,6.4,87.93
32,0,1.721,76.4,3,84,1941.0,90.0,6.6,77.48
32,0,1.676,66.7,6,70,1829.0,108.0,7.2,66.12
38,0,1.556,52.8,5,51,1629.0,110.0,6.0,53.44
29,1,1.706,76.2,3,18,2179.0,105.0,6.1,77.46
34,0,1.705,81.7,0,89,1485.0,117.0,7.4,81.11
29,0,1.639,75.3,5,94,1828.0,103.0,6.7,75.71
32,1,1.748,74.4,1,67,1705.0,87.0,5.9,72.98
25,0,1.581,67.2,4,65,2455.0,123.0,5.4,70.13
18,0,1.672,86.7,3,59,2020.0,122.0,7.0,86.72
29,1,1.852,98.1,0,46,2176.0,99.0,7.6,98.29
43,1,1.799,70.2,6,79,2620.0,88.0,7.9,72.41
38,1,1.646,50.9,6,47,1490.0,112.0,5.6,50.74
39,1,1.813,86.1,3,66,2425.0,88.0,7.5,87.14
41,1,1.825,90.2,1,59,2390.0,174.0,5.9,91.33
31,1,1.769,65.7,6,55,2268.0,131.0,9.0,68.88
32,1,1.872,85.4,1,38,2050.0,118.0,6.8,86.09
24,1,1.775,74.5,2,31,1917.0,137.0,5.7,74.93
27,0,1.601,66.1,4,65,1800.0,106.0,7.4,66.7
36,1,1.786,72.2,4,46,2075.0,131.0,7.0,72.5
41,1,1.777,93.9,0,58,1757.0,79.0,7.9,92.02
29,1,1.718,72.2,4,59,1740.0,124.0,7.3,71.79
26,1,1.8,70.9,1,61,2444.0,100.0,8.9,73.89
30,0,1.59,71.5,4,53,1300.0,107.0,6.7,69.79
35,0,1.705,56.7,0,68,1300.0,103.0,8.0,56.86
18,0,1.596,76.5,3,53,1919.0,180.0,6.4,76.62
18,1,1.691,85.7,4,50,2216.0,180.0,7.3,88.04
25,0,1.658,78.5,4,70,1983.0,162.0,6.6,78.8
19,1,1.79,73.8,6,56,2328.0,107.0,8.3,74.35
25,1,1.771,75.9,1,60,1856.0,135.0,8.1,75.7
29,1,1.708,72.5,1,74,2439.0,102.0,7.7,75.6
26,1,1.725,71.5,6,63,2070.0,113.0,7.5,72.15
43,1,1.681,61.1,3,74,1758.0,147.0,7.9,62.07
33,1,1.744,69.9,6,23,2455.0,74.0,8.1,73.69
33,0,1.614,65.2,5,108,1819.0,124.0,7.2,66.02
36,1,1.76,59.7,5,69,2116.0,113.0,7.7,61.27
20,1,1.82,88.5,2,67,2340.0,165.0,8.8,90.12
39,1,1.862,82.4,4,52,2777.0,159.0,6.9,85.08
29,0,1.551,57.0,1,25,1863.0,99.0,7.4,58.41
36,1,1.747,63.7,2,69,1720.0,111.0,6.7,63.46
20,0,1.539,50.4,4,77,2049.0,74.0,8.6,52.3
18,0,1.707,93.6,4,21,1642.0,154.0,6.8,92.96
37,1,1.643,64.4,2,73,1323.0,122.0,7.7,63.54
33,1,1.787,83.4,1,86,1842.0,109.0,9.4,82.98
22,1,1.76,75.0,3,85,2143.0,131.0,8.2,75.57
22,0,1.653,52.4,5,66,1557.0,109.0,6.8,52.77
40,1,1.708,90.7,4,53,2212.0,138.0,8.0,91.96
19,1,1.701,74.5,6,74,2165.0,171.0,7.6,75.14
45,1,1.713,61.8,0,63,1938.0,105.0,5.4,62.16
22,0,1.618,63.6,0,62,1405.0,60.0,5.8,61.92
36,1,1.817,64.1,0,44,1861.0,98.0,6.8,64.44
27,1,1.677,85.3,6,23,2656.0,123.0,7.5,88.38
35,0,1.715,60.6,3,72,1791.0,78.0,6.4,61.1
25,0,1.731,64.2,5,49,2228.0,90.0,7.1,66.76
29,0,1.509,50.2,4,35,1368.0,121.0,6.5,51.5
30,1,1.849,79.5,1,33,1731.0,100.0,6.1,78.0
21,0,1.645,79.8,1,51,1714.0,119.0,6.6,78.97
37,0,1.685,89.2,6,31,1523.0,162.0,7.4,88.8
25,1,1.792,72.6,5,77,2670.0,106.0,7.6,76.21
28,0,1.524,61.9,3,66,1674.0,84.0,6.7,62.63
21,1,1.789,75.4,5,77,1507.0,112.0,8.7,72.84
18,0,1.574,49.2,4,34,1792.0,76.0,6.3,51.25
